,date,open,high,low,close,volume,average,barCount
983543,2019-11-01 16:34:00,311.95,312.035,311.875,311.88,-1,-1.0,-1
983544,2019-11-01 16:35:00,311.88,312.1,311.88,312.025,-1,-1.0,-1
983545,2019-11-01 16:36:00,312.025,312.46,312.025,312.42,-1,-1.0,-1
983546,2019-11-01 16:37:00,312.42,312.635,312.31,312.385,-1,-1.0,-1
983547,2019-11-01 16:38:00,312.385,312.415,312.285,312.31,-1,-1.0,-1
983548,2019-11-01 16:39:00,312.31,312.315,311.855,311.855,-1,-1.0,-1
983549,2019-11-01 16:40:00,311.855,312.36,311.855,312.205,-1,-1.0,-1
983550,2019-11-01 16:41:00,312.205,312.405,312.2,312.385,-1,-1.0,-1
983551,2019-11-01 16:42:00,312.385,312.39,312.095,312.19,-1,-1.0,-1
983552,2019-11-01 16:43:00,312.19,312.315,312.18,312.285,-1,-1.0,-1
983553,2019-11-01 16:44:00,312.285,312.425,312.26,312.4,-1,-1.0,-1
983554,2019-11-01 16:45:00,312.4,312.665,312.315,312.55,-1,-1.0,-1
983555,2019-11-01 16:46:00,312.55,312.565,312.385,312.385,-1,-1.0,-1
983556,2019-11-01 16:47:00,312.385,312.625,312.385,312.62,-1,-1.0,-1
983557,2019-11-01 16:48:00,312.62,312.745,312.61,312.715,-1,-1.0,-1
983558,2019-11-01 16:49:00,312.715,313.02,312.71,312.975,-1,-1.0,-1
983559,2019-11-01 16:50:00,312.975,313.015,312.84,312.93,-1,-1.0,-1
983560,2019-11-01 16:51:00,312.93,313.115,312.905,312.96,-1,-1.0,-1
983561,2019-11-01 16:52:00,312.96,313.085,312.84,312.87,-1,-1.0,-1
983562,2019-11-01 16:53:00,312.87,312.87,312.62,312.64,-1,-1.0,-1
983563,2019-11-01 16:54:00,312.64,312.64,312.335,312.405,-1,-1.0,-1
983564,2019-11-01 16:55:00,312.405,312.405,312.25,312.305,-1,-1.0,-1
983565,2019-11-01 16:56:00,312.305,312.325,311.93,312.085,-1,-1.0,-1
983566,2019-11-01 16:57:00,312.085,312.225,311.975,311.98,-1,-1.0,-1
983567,2019-11-01 16:58:00,311.98,312.185,311.84,312.15,-1,-1.0,-1
983568,2019-11-01 16:59:00,312.15,312.21,312.03,312.145,-1,-1.0,-1
983569,2019-11-01 17:00:00,312.145,312.205,311.995,312.03,-1,-1.0,-1
983570,2019-11-01 17:01:00,312.03,312.075,311.62,311.645,-1,-1.0,-1
983571,2019-11-01 17:02:00,311.645,311.665,311.435,311.51,-1,-1.0,-1
983572,2019-11-01 17:03:00,311.51,311.83,311.5,311.825,-1,-1.0,-1
983573,2019-11-01 17:04:00,311.825,311.835,311.605,311.64,-1,-1.0,-1
983574,2019-11-01 17:05:00,311.64,311.73,311.505,311.63,-1,-1.0,-1
983575,2019-11-01 17:06:00,311.63,311.685,311.63,311.63,-1,-1.0,-1
983576,2019-11-01 17:07:00,311.63,311.63,311.275,311.38,-1,-1.0,-1
983577,2019-11-01 17:08:00,311.38,311.45,311.13,311.165,-1,-1.0,-1
983578,2019-11-01 17:09:00,311.165,311.275,310.995,311.025,-1,-1.0,-1
983579,2019-11-01 17:10:00,311.025,311.235,310.97,311.16,-1,-1.0,-1
983580,2019-11-01 17:11:00,311.16,311.415,311.125,311.4,-1,-1.0,-1
983581,2019-11-01 17:12:00,311.4,311.54,311.355,311.52,-1,-1.0,-1
983582,2019-11-01 17:13:00,311.52,311.925,311.52,311.87,-1,-1.0,-1
983583,2019-11-01 17:14:00,311.87,312.1,311.815,311.945,-1,-1.0,-1
983584,2019-11-01 17:15:00,311.945,312.05,311.785,311.925,-1,-1.0,-1
983585,2019-11-01 17:16:00,311.925,311.95,311.635,311.635,-1,-1.0,-1
983586,2019-11-01 17:17:00,311.635,311.665,311.44,311.535,-1,-1.0,-1
983587,2019-11-01 17:18:00,311.535,311.78,311.535,311.76,-1,-1.0,-1
983588,2019-11-01 17:19:00,311.76,311.79,311.685,311.735,-1,-1.0,-1
983589,2019-11-01 17:20:00,311.735,311.945,311.725,311.835,-1,-1.0,-1
983590,2019-11-01 17:21:00,311.835,311.845,311.705,311.84,-1,-1.0,-1
983591,2019-11-01 17:22:00,311.84,311.925,311.775,311.775,-1,-1.0,-1
983592,2019-11-01 17:23:00,311.775,311.82,311.645,311.81,-1,-1.0,-1
983593,2019-11-01 17:24:00,311.81,311.92,311.765,311.77,-1,-1.0,-1
983594,2019-11-01 17:25:00,311.77,311.9,311.73,311.895,-1,-1.0,-1
983595,2019-11-01 17:26:00,311.895,312.035,311.785,311.86,-1,-1.0,-1
983596,2019-11-01 17:27:00,311.86,312.29,311.85,312.105,-1,-1.0,-1
983597,2019-11-01 17:28:00,312.105,312.105,311.76,311.805,-1,-1.0,-1
983598,2019-11-01 17:29:00,311.805,311.805,311.445,311.5,-1,-1.0,-1
983599,2019-11-01 17:30:00,311.5,311.555,311.185,311.195,-1,-1.0,-1
983600,2019-11-01 17:31:00,311.195,311.255,311.165,311.165,-1,-1.0,-1
983601,2019-11-01 17:32:00,311.165,311.255,311.095,311.22,-1,-1.0,-1
983602,2019-11-01 17:33:00,311.22,311.295,311.205,311.285,-1,-1.0,-1
983603,2019-11-01 17:34:00,311.285,311.435,311.28,311.35,-1,-1.0,-1
983604,2019-11-01 17:35:00,311.35,311.46,311.345,311.435,-1,-1.0,-1
983605,2019-11-01 17:36:00,311.435,311.73,311.435,311.73,-1,-1.0,-1
983606,2019-11-01 17:37:00,311.73,311.765,311.605,311.725,-1,-1.0,-1
983607,2019-11-01 17:38:00,311.725,311.73,311.59,311.685,-1,-1.0,-1
983608,2019-11-01 17:39:00,311.685,311.725,311.655,311.665,-1,-1.0,-1
983609,2019-11-01 17:40:00,311.665,311.8,311.665,311.765,-1,-1.0,-1
983610,2019-11-01 17:41:00,311.765,311.9,311.655,311.745,-1,-1.0,-1
983611,2019-11-01 17:42:00,311.745,311.86,311.74,311.83,-1,-1.0,-1
983612,2019-11-01 17:43:00,311.83,311.945,311.735,311.845,-1,-1.0,-1
983613,2019-11-01 17:44:00,311.845,311.92,311.81,311.915,-1,-1.0,-1
983614,2019-11-01 17:45:00,311.915,312.02,311.83,311.89,-1,-1.0,-1
983615,2019-11-01 17:46:00,311.89,311.895,311.565,311.565,-1,-1.0,-1
983616,2019-11-01 17:47:00,311.565,311.565,311.06,311.095,-1,-1.0,-1
983617,2019-11-01 17:48:00,311.095,311.14,310.725,310.855,-1,-1.0,-1
983618,2019-11-01 17:49:00,310.855,311.05,310.855,311.03,-1,-1.0,-1
983619,2019-11-01 17:50:00,311.03,311.065,310.7,311.06,-1,-1.0,-1
983620,2019-11-01 17:51:00,311.06,311.205,311.045,311.175,-1,-1.0,-1
983621,2019-11-01 17:52:00,311.175,311.21,311.07,311.21,-1,-1.0,-1
983622,2019-11-01 17:53:00,311.21,311.315,310.94,311.035,-1,-1.0,-1
983623,2019-11-01 17:54:00,311.035,311.07,310.94,310.985,-1,-1.0,-1
983624,2019-11-01 17:55:00,310.985,311.08,310.78,310.885,-1,-1.0,-1
983625,2019-11-01 17:56:00,310.885,311.085,310.88,311.075,-1,-1.0,-1
983626,2019-11-01 17:57:00,311.075,311.1,310.895,310.895,-1,-1.0,-1
983627,2019-11-01 17:58:00,310.895,311.02,310.85,310.92,-1,-1.0,-1
983628,2019-11-01 17:59:00,310.92,310.955,310.71,310.81,-1,-1.0,-1
983629,2019-11-01 18:00:00,310.81,311.075,310.8,311.075,-1,-1.0,-1
983630,2019-11-01 18:01:00,311.075,311.17,310.99,310.995,-1,-1.0,-1
983631,2019-11-01 18:02:00,310.995,311.0,310.715,310.72,-1,-1.0,-1
983632,2019-11-01 18:03:00,310.72,310.72,310.545,310.57,-1,-1.0,-1
983633,2019-11-01 18:04:00,310.57,310.6,310.475,310.54,-1,-1.0,-1
983634,2019-11-01 18:05:00,310.54,310.765,310.455,310.755,-1,-1.0,-1
983635,2019-11-01 18:06:00,310.755,310.79,310.565,310.58,-1,-1.0,-1
983636,2019-11-01 18:07:00,310.58,310.685,310.42,310.44,-1,-1.0,-1
983637,2019-11-01 18:08:00,310.44,310.515,310.39,310.44,-1,-1.0,-1
983638,2019-11-01 18:09:00,310.44,310.45,310.16,310.16,-1,-1.0,-1
983639,2019-11-01 18:10:00,310.16,310.195,310.1,310.125,-1,-1.0,-1
983640,2019-11-01 18:11:00,310.125,310.255,310.125,310.23,-1,-1.0,-1
983641,2019-11-01 18:12:00,310.23,310.37,310.225,310.335,-1,-1.0,-1
983642,2019-11-01 18:13:00,310.335,310.48,310.315,310.44,-1,-1.0,-1
983643,2019-11-01 18:14:00,310.44,310.535,310.435,310.47,-1,-1.0,-1
983644,2019-11-01 18:15:00,310.47,310.515,310.37,310.43,-1,-1.0,-1
983645,2019-11-01 18:16:00,310.43,310.635,310.34,310.57,-1,-1.0,-1
983646,2019-11-01 18:17:00,310.57,310.7,310.54,310.7,-1,-1.0,-1
983647,2019-11-01 18:18:00,310.7,310.945,310.7,310.895,-1,-1.0,-1
983648,2019-11-01 18:19:00,310.895,311.055,310.855,310.925,-1,-1.0,-1
983649,2019-11-01 18:20:00,310.925,311.26,310.92,311.195,-1,-1.0,-1
983650,2019-11-01 18:21:00,311.195,311.345,311.055,311.26,-1,-1.0,-1
983651,2019-11-01 18:22:00,311.26,311.625,311.235,311.575,-1,-1.0,-1
983652,2019-11-01 18:23:00,311.575,311.635,311.49,311.505,-1,-1.0,-1
983653,2019-11-01 18:24:00,311.505,311.555,311.405,311.505,-1,-1.0,-1
983654,2019-11-01 18:25:00,311.505,311.65,311.5,311.61,-1,-1.0,-1
983655,2019-11-01 18:26:00,311.61,311.625,311.505,311.6,-1,-1.0,-1
983656,2019-11-01 18:27:00,311.6,311.625,311.455,311.46,-1,-1.0,-1
983657,2019-11-01 18:28:00,311.46,311.51,311.305,311.42,-1,-1.0,-1
983658,2019-11-01 18:29:00,311.42,311.45,311.33,311.37,-1,-1.0,-1
983659,2019-11-01 18:30:00,311.37,311.405,311.165,311.26,-1,-1.0,-1
983660,2019-11-01 18:31:00,311.26,311.585,311.26,311.32,-1,-1.0,-1
983661,2019-11-01 18:32:00,311.32,311.385,311.225,311.275,-1,-1.0,-1
983662,2019-11-01 18:33:00,311.275,311.315,311.07,311.185,-1,-1.0,-1
983663,2019-11-01 18:34:00,311.185,311.4,311.185,311.315,-1,-1.0,-1
983664,2019-11-01 18:35:00,311.315,311.405,311.27,311.39,-1,-1.0,-1
983665,2019-11-01 18:36:00,311.39,311.455,311.33,311.395,-1,-1.0,-1
983666,2019-11-01 18:37:00,311.395,311.81,311.395,311.67,-1,-1.0,-1
983667,2019-11-01 18:38:00,311.67,311.67,311.52,311.54,-1,-1.0,-1
983668,2019-11-01 18:39:00,311.54,311.575,311.435,311.5,-1,-1.0,-1
983669,2019-11-01 18:40:00,311.5,311.615,311.495,311.61,-1,-1.0,-1
983670,2019-11-01 18:41:00,311.61,311.66,311.545,311.595,-1,-1.0,-1
983671,2019-11-01 18:42:00,311.595,311.605,311.515,311.6,-1,-1.0,-1
983672,2019-11-01 18:43:00,311.6,311.785,311.595,311.73,-1,-1.0,-1
983673,2019-11-01 18:44:00,311.73,311.985,311.695,311.93,-1,-1.0,-1
983674,2019-11-01 18:45:00,311.93,311.955,311.66,311.715,-1,-1.0,-1
983675,2019-11-01 18:46:00,311.715,311.955,311.715,311.94,-1,-1.0,-1
983676,2019-11-01 18:47:00,311.94,312.215,311.935,312.08,-1,-1.0,-1
983677,2019-11-01 18:48:00,312.08,312.2,311.925,311.955,-1,-1.0,-1
983678,2019-11-01 18:49:00,311.955,312.05,311.93,311.945,-1,-1.0,-1
983679,2019-11-01 18:50:00,311.945,312.205,311.935,312.205,-1,-1.0,-1
983680,2019-11-01 18:51:00,312.205,312.445,312.205,312.295,-1,-1.0,-1
983681,2019-11-01 18:52:00,312.295,312.4,312.15,312.155,-1,-1.0,-1
983682,2019-11-01 18:53:00,312.155,312.165,311.745,311.75,-1,-1.0,-1
983683,2019-11-01 18:54:00,311.75,311.81,311.56,311.77,-1,-1.0,-1
983684,2019-11-01 18:55:00,311.77,311.89,311.67,311.82,-1,-1.0,-1
983685,2019-11-01 18:56:00,311.82,311.84,311.755,311.795,-1,-1.0,-1
983686,2019-11-01 18:57:00,311.795,311.845,311.61,311.77,-1,-1.0,-1
983687,2019-11-01 18:58:00,311.77,312.025,311.77,311.975,-1,-1.0,-1
983688,2019-11-01 18:59:00,311.975,312.19,311.965,312.125,-1,-1.0,-1
983689,2019-11-01 19:00:00,312.125,312.425,312.11,312.425,-1,-1.0,-1
983690,2019-11-01 19:01:00,312.425,312.525,312.415,312.465,-1,-1.0,-1
983691,2019-11-01 19:02:00,312.465,312.62,312.225,312.34,-1,-1.0,-1
983692,2019-11-01 19:03:00,312.34,312.65,312.255,312.65,-1,-1.0,-1
983693,2019-11-01 19:04:00,312.65,312.715,312.545,312.68,-1,-1.0,-1
983694,2019-11-01 19:05:00,312.68,312.915,312.605,312.71,-1,-1.0,-1
983695,2019-11-01 19:06:00,312.71,312.78,312.42,312.54,-1,-1.0,-1
983696,2019-11-01 19:07:00,312.54,312.585,312.43,312.58,-1,-1.0,-1
983697,2019-11-01 19:08:00,312.58,312.665,312.54,312.65,-1,-1.0,-1
983698,2019-11-01 19:09:00,312.65,312.765,312.285,312.36,-1,-1.0,-1
983699,2019-11-01 19:10:00,312.36,312.595,312.36,312.54,-1,-1.0,-1
983700,2019-11-01 19:11:00,312.54,312.7,312.415,312.63,-1,-1.0,-1
983701,2019-11-01 19:12:00,312.63,312.675,312.6,312.66,-1,-1.0,-1
983702,2019-11-01 19:13:00,312.66,312.725,312.54,312.665,-1,-1.0,-1
983703,2019-11-01 19:14:00,312.665,312.665,311.745,311.945,-1,-1.0,-1
983704,2019-11-01 19:15:00,311.945,312.165,311.945,311.96,-1,-1.0,-1
983705,2019-11-01 19:16:00,311.96,312.05,311.605,311.725,-1,-1.0,-1
983706,2019-11-01 19:17:00,311.725,311.975,311.62,311.88,-1,-1.0,-1
983707,2019-11-01 19:18:00,311.88,312.165,311.87,311.985,-1,-1.0,-1
983708,2019-11-01 19:19:00,311.985,312.24,311.945,311.945,-1,-1.0,-1
983709,2019-11-01 19:20:00,311.945,312.025,311.93,311.98,-1,-1.0,-1
983710,2019-11-01 19:21:00,311.98,312.04,311.94,312.0,-1,-1.0,-1
983711,2019-11-01 19:22:00,312.0,312.09,311.98,312.025,-1,-1.0,-1
983712,2019-11-01 19:23:00,312.025,312.495,312.015,312.47,-1,-1.0,-1
983713,2019-11-01 19:24:00,312.47,312.67,312.41,312.625,-1,-1.0,-1
983714,2019-11-01 19:25:00,312.625,312.765,312.625,312.74,-1,-1.0,-1
983715,2019-11-01 19:26:00,312.74,312.785,312.615,312.62,-1,-1.0,-1
983716,2019-11-01 19:27:00,312.62,312.65,312.395,312.57,-1,-1.0,-1
983717,2019-11-01 19:28:00,312.57,312.61,312.41,312.425,-1,-1.0,-1
983718,2019-11-01 19:29:00,312.425,312.425,312.295,312.325,-1,-1.0,-1
983719,2019-11-01 19:30:00,312.325,312.395,312.32,312.385,-1,-1.0,-1
983720,2019-11-01 19:31:00,312.385,312.45,312.35,312.37,-1,-1.0,-1
983721,2019-11-01 19:32:00,312.37,312.38,312.285,312.335,-1,-1.0,-1
983722,2019-11-01 19:33:00,312.335,312.385,312.25,312.3,-1,-1.0,-1
983723,2019-11-01 19:34:00,312.3,312.315,312.025,312.135,-1,-1.0,-1
983724,2019-11-01 19:35:00,312.135,312.26,312.115,312.12,-1,-1.0,-1
983725,2019-11-01 19:36:00,312.12,312.19,312.055,312.055,-1,-1.0,-1
983726,2019-11-01 19:37:00,312.055,312.155,312.015,312.1,-1,-1.0,-1
983727,2019-11-01 19:38:00,312.1,312.125,311.96,311.975,-1,-1.0,-1
983728,2019-11-01 19:39:00,311.975,312.085,311.945,312.02,-1,-1.0,-1
983729,2019-11-01 19:40:00,312.02,312.04,311.96,311.985,-1,-1.0,-1
983730,2019-11-01 19:41:00,311.985,312.03,311.94,311.945,-1,-1.0,-1
983731,2019-11-01 19:42:00,311.945,311.945,311.855,311.935,-1,-1.0,-1
983732,2019-11-01 19:43:00,311.935,311.945,311.875,311.885,-1,-1.0,-1
983733,2019-11-01 19:44:00,311.885,311.93,311.83,311.915,-1,-1.0,-1
983734,2019-11-01 19:45:00,311.915,312.1,311.915,312.095,-1,-1.0,-1
983735,2019-11-01 19:46:00,312.095,312.115,311.98,312.05,-1,-1.0,-1
983736,2019-11-01 19:47:00,312.05,312.1,311.9,311.965,-1,-1.0,-1
983737,2019-11-01 19:48:00,311.965,312.05,311.825,311.92,-1,-1.0,-1
983738,2019-11-01 19:49:00,311.92,311.95,311.85,311.895,-1,-1.0,-1
983739,2019-11-01 19:50:00,311.895,311.935,311.775,311.875,-1,-1.0,-1
983740,2019-11-01 19:51:00,311.875,311.895,311.815,311.875,-1,-1.0,-1
983741,2019-11-01 19:52:00,311.875,311.875,311.59,311.595,-1,-1.0,-1
983742,2019-11-01 19:53:00,311.595,311.595,311.33,311.38,-1,-1.0,-1
983743,2019-11-01 19:54:00,311.38,311.415,311.325,311.345,-1,-1.0,-1
983744,2019-11-01 19:55:00,311.345,311.405,311.26,311.3,-1,-1.0,-1
983745,2019-11-01 19:56:00,311.3,311.365,311.22,311.285,-1,-1.0,-1
983746,2019-11-01 19:57:00,311.285,311.285,311.03,311.14,-1,-1.0,-1
983747,2019-11-01 19:58:00,311.14,311.25,311.14,311.195,-1,-1.0,-1
983748,2019-11-01 19:59:00,311.195,311.25,311.115,311.2,-1,-1.0,-1
983749,2019-11-01 20:00:00,311.2,311.26,311.05,311.07,-1,-1.0,-1
983750,2019-11-01 20:01:00,311.07,311.165,311.03,311.06,-1,-1.0,-1
983751,2019-11-01 20:02:00,311.06,311.15,310.97,311.01,-1,-1.0,-1
983752,2019-11-01 20:03:00,311.01,311.29,311.01,311.28,-1,-1.0,-1
983753,2019-11-01 20:04:00,311.28,311.635,311.28,311.59,-1,-1.0,-1
983754,2019-11-01 20:05:00,311.59,311.9,311.585,311.855,-1,-1.0,-1
983755,2019-11-01 20:06:00,311.855,311.885,311.76,311.86,-1,-1.0,-1
983756,2019-11-01 20:07:00,311.86,311.91,311.795,311.865,-1,-1.0,-1
983757,2019-11-01 20:08:00,311.865,311.865,311.715,311.765,-1,-1.0,-1
983758,2019-11-01 20:09:00,311.765,311.92,311.715,311.865,-1,-1.0,-1
983759,2019-11-01 20:10:00,311.865,311.935,311.84,311.9,-1,-1.0,-1
983760,2019-11-01 20:11:00,311.9,311.915,311.8,311.87,-1,-1.0,-1
983761,2019-11-01 20:12:00,311.87,311.94,311.845,311.9,-1,-1.0,-1
983762,2019-11-01 20:13:00,311.9,312.09,311.895,311.995,-1,-1.0,-1
983763,2019-11-01 20:14:00,311.995,312.06,311.925,311.935,-1,-1.0,-1
983764,2019-11-01 20:15:00,311.935,311.945,311.8,311.885,-1,-1.0,-1
983765,2019-11-01 20:16:00,311.885,311.945,311.825,311.915,-1,-1.0,-1
983766,2019-11-01 20:17:00,311.915,311.945,311.905,311.925,-1,-1.0,-1
983767,2019-11-01 20:18:00,311.925,311.95,311.705,311.705,-1,-1.0,-1
983768,2019-11-01 20:19:00,311.705,311.78,311.515,311.59,-1,-1.0,-1
983769,2019-11-01 20:20:00,311.59,311.675,311.515,311.67,-1,-1.0,-1
983770,2019-11-01 20:21:00,311.67,311.675,311.465,311.53,-1,-1.0,-1
983771,2019-11-01 20:22:00,311.53,311.56,311.425,311.545,-1,-1.0,-1
983772,2019-11-01 20:23:00,311.545,311.56,311.3,311.485,-1,-1.0,-1
983773,2019-11-01 20:24:00,311.485,311.545,311.415,311.495,-1,-1.0,-1
983774,2019-11-01 20:25:00,311.495,311.52,311.225,311.37,-1,-1.0,-1
983775,2019-11-01 20:26:00,311.37,311.555,311.315,311.365,-1,-1.0,-1
983776,2019-11-01 20:27:00,311.365,311.53,311.275,311.525,-1,-1.0,-1
983777,2019-11-01 20:28:00,311.525,311.56,311.47,311.53,-1,-1.0,-1
983778,2019-11-01 20:29:00,311.53,311.57,311.515,311.57,-1,-1.0,-1
983779,2019-11-01 20:30:00,311.57,311.58,311.48,311.49,-1,-1.0,-1
983780,2019-11-01 20:31:00,311.49,311.575,311.44,311.48,-1,-1.0,-1
983781,2019-11-01 20:32:00,311.48,311.685,311.475,311.65,-1,-1.0,-1
983782,2019-11-01 20:33:00,311.65,311.72,311.63,311.665,-1,-1.0,-1
983783,2019-11-01 20:34:00,311.665,311.89,311.66,311.87,-1,-1.0,-1
983784,2019-11-01 20:35:00,311.87,311.87,311.75,311.775,-1,-1.0,-1
983785,2019-11-01 20:36:00,311.775,311.83,311.68,311.74,-1,-1.0,-1
983786,2019-11-01 20:37:00,311.74,311.885,311.735,311.88,-1,-1.0,-1
983787,2019-11-01 20:38:00,311.88,312.1,311.815,312.1,-1,-1.0,-1
983788,2019-11-01 20:39:00,312.1,312.36,312.04,312.31,-1,-1.0,-1
983789,2019-11-01 20:40:00,312.31,312.49,312.29,312.48,-1,-1.0,-1
983790,2019-11-01 20:41:00,312.48,312.75,312.48,312.75,-1,-1.0,-1
983791,2019-11-01 20:42:00,312.75,312.78,312.66,312.77,-1,-1.0,-1
983792,2019-11-01 20:43:00,312.77,312.875,312.44,312.495,-1,-1.0,-1
983793,2019-11-01 20:44:00,312.495,312.565,312.37,312.495,-1,-1.0,-1
983794,2019-11-01 20:45:00,312.495,312.74,312.475,312.695,-1,-1.0,-1
983795,2019-11-01 20:46:00,312.695,312.825,312.67,312.81,-1,-1.0,-1
983796,2019-11-01 20:47:00,312.81,313.15,312.775,313.11,-1,-1.0,-1
983797,2019-11-01 20:48:00,313.11,313.115,312.905,313.085,-1,-1.0,-1
983798,2019-11-01 20:49:00,313.085,313.195,313.02,313.17,-1,-1.0,-1
983799,2019-11-01 20:50:00,313.17,313.25,313.1,313.215,-1,-1.0,-1
983800,2019-11-01 20:51:00,313.215,313.235,312.955,313.03,-1,-1.0,-1
983801,2019-11-01 20:52:00,313.03,313.135,312.79,312.81,-1,-1.0,-1
983802,2019-11-01 20:53:00,312.81,312.85,312.515,312.515,-1,-1.0,-1
983803,2019-11-01 20:54:00,312.515,312.825,312.49,312.75,-1,-1.0,-1
983804,2019-11-01 20:55:00,312.75,313.07,312.74,313.04,-1,-1.0,-1
983805,2019-11-01 20:56:00,313.04,313.095,312.995,313.03,-1,-1.0,-1
983806,2019-11-01 20:57:00,313.03,313.285,312.91,313.13,-1,-1.0,-1
983807,2019-11-01 20:58:00,313.13,313.145,312.955,313.075,-1,-1.0,-1
983808,2019-11-01 20:59:00,313.075,313.335,313.055,313.26,-1,-1.0,-1
983809,2019-11-04 15:30:00,314.655,314.84,313.155,313.155,-1,-1.0,-1
983810,2019-11-04 15:31:00,313.155,313.225,312.365,313.07,-1,-1.0,-1
983811,2019-11-04 15:32:00,313.07,313.2,312.63,313.165,-1,-1.0,-1
983812,2019-11-04 15:33:00,313.165,313.71,312.87,313.19,-1,-1.0,-1
983813,2019-11-04 15:34:00,313.19,313.355,312.71,312.9,-1,-1.0,-1
983814,2019-11-04 15:35:00,312.9,312.97,311.665,311.9,-1,-1.0,-1
983815,2019-11-04 15:36:00,311.9,312.285,311.85,312.165,-1,-1.0,-1
983816,2019-11-04 15:37:00,312.165,312.595,311.9,312.58,-1,-1.0,-1
983817,2019-11-04 15:38:00,312.58,312.76,312.335,312.53,-1,-1.0,-1
983818,2019-11-04 15:39:00,312.53,313.145,312.505,312.855,-1,-1.0,-1
